PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked_Q,Embarked_S
44,1,2,1,0.032420206081930136,1,2,0.08115719346076702,False,False
45,1,3,1,0.2334757476752953,0,0,0.01537917417160685,True,False
46,0,3,0,,0,0,0.015712553569072387,False,True
47,0,3,0,,1,0,0.030253985132996517,True,False
48,1,3,1,,0,0,0.015126992566498259,True,False
49,0,3,0,,2,0,0.04231498029001666,False,False
50,0,3,1,0.22090977632571,1,0,0.034743286152731485,False,True
51,0,3,0,0.08268409148027142,4,1,0.07746484096553544,False,True
52,0,3,0,0.2586076903744659,0,0,0.01522458606692728,False,True
53,1,1,1,0.610454888162855,1,0,0.1497654242623688,False,False
54,1,2,1,0.35913546117114853,1,0,0.050748620223090936,False,True
55,0,1,0,0.8115104297562202,0,1,0.1209753416358076,False,False
56,1,1,0,,0,0,0.06929138530460494,False,True
57,1,2,1,0.2586076903744659,0,0,0.020494635090094415,False,True
58,0,3,0,0.35285247549635584,0,0,0.014110458666029575,False,False
59,1,2,1,0.05755214878110078,1,2,0.05416439273810667,False,True
60,0,3,0,0.1329479768786127,5,2,0.09154270340242172,False,True
61,0,3,0,0.2711736617240512,0,0,0.014110458666029575,False,False
62,1,1,1,0.4722292033174164,0,0,0.15614960068643363,False,False
63,0,1,0,0.5601910027645137,1,0,0.16293234896625058,False,True
64,0,3,0,0.04498617743151546,3,2,0.05445717323939373,False,True
65,0,1,0,,0,0,0.05410739813385612,False,False
66,1,3,0,,1,1,0.029757819776815374,False,False
67,1,2,1,0.35913546117114853,0,0,0.020494635090094415,False,True
68,0,3,0,0.2334757476752953,0,0,0.015923941091001644,False,True
69,1,3,1,0.20834380497612465,4,2,0.015468569817999833,False,True
70,0,3,0,0.32143754712239253,2,0,0.016908073949327893,False,True
71,0,2,0,0.39683337521990447,0,0,0.020494635090094415,False,True
72,0,3,1,0.19577783362653933,5,2,0.09154270340242172,False,True
73,0,2,0,0.2586076903744659,0,0,0.1434624456306609,False,True
74,0,3,0,0.32143754712239253,1,0,0.028212719478023115,False,False
75,1,3,0,0.39683337521990447,0,0,0.11027245763075773,False,True
76,0,3,0,0.3088715757728072,0,0,0.014931805565640218,False,True
77,0,3,0,,0,0,0.015411575213749286,False,True
78,0,3,0,,0,0,0.015712553569072387,False,True
79,1,2,0,0.005152048253329982,0,2,0.056604230248832196,False,True
80,1,3,1,0.37170143252073384,0,0,0.024349578357040744,False,True
81,0,3,0,0.2711736617240512,0,0,0.017566830077223785,False,True
82,1,3,0,0.35913546117114853,0,0,0.018542765081513996,False,True
83,1,3,1,,0,0,0.015200187691820024,True,False
84,0,1,0,0.34656948982156316,0,0,0.09193307740413781,False,True
85,1,2,1,0.20834380497612465,0,0,0.020494635090094415,False,True
86,1,3,1,0.4093993465694898,3,0,0.030937139635999665,False,True
87,0,3,0,0.19577783362653933,1,3,0.06709553154495196,False,True
88,0,3,0,,0,0,0.015712553569072387,False,True
89,1,1,1,0.2837396330736366,3,2,0.5133418122566507,False,True
90,0,3,0,0.2963056044232219,0,0,0.015712553569072387,False,True
91,0,3,0,0.35913546117114853,0,0,0.015712553569072387,False,True
92,0,3,0,0.24604171902488062,0,0,0.015330377421392339,False,True
93,0,1,0,0.5727569741140991,1,0,0.11940564777490723,False,True
94,0,3,0,0.32143754712239253,1,2,0.04015972542654215,False,True
95,0,3,0,0.7361146016587082,0,0,0.014151057562208049,False,True
96,0,3,0,,0,0,0.015712553569072387,False,True
97,0,1,0,0.8869062578537321,0,0,0.06764049365134761,False,False
98,1,1,0,0.2837396330736366,0,1,0.12366716556464086,False,False
99,1,2,1,0.4219653179190751,0,1,0.044893010197349675,False,True
100,0,2,0,0.4219653179190751,1,0,0.050748620223090936,False,True
101,0,3,1,0.34656948982156316,0,0,0.015411575213749286,False,True
102,0,3,0,,0,0,0.015411575213749286,False,True
103,0,1,0,0.2586076903744659,0,1,0.15085515328815924,False,True
104,0,3,0,0.4093993465694898,0,0,0.016891873428256675,False,True
105,0,3,0,0.4596632319678311,2,0,0.015468569817999833,False,True
106,0,3,0,0.34656948982156316,0,0,0.015411575213749286,False,True
107,1,3,1,0.2586076903744659,0,0,0.014931805565640218,False,True
108,1,3,0,,0,0,0.015175789316712771,False,True
109,0,3,0,0.4722292033174164,0,0,0.015411575213749286,False,True
110,1,3,1,,1,0,0.04713766070721715,True,False
111,0,1,0,0.5853229454636844,0,0,0.10149724044618187,False,True
112,0,3,1,0.17692887660216136,1,0,0.028212719478023115,False,False
113,0,3,0,0.2711736617240512,0,0,0.015712553569072387,False,True
114,0,3,1,0.24604171902488062,1,0,0.019177122834302632,False,True
115,0,3,1,0.20834380497612465,0,0,0.028220722145058292,False,False
116,0,3,0,0.2586076903744659,0,0,0.015468569817999833,False,True
117,0,3,0,0.8806232721789394,0,0,0.015126992566498259,True,False
118,0,2,0,0.35913546117114853,1,0,0.04098927018018883,False,True
119,0,1,0,0.2963056044232219,0,1,0.4831284260198326,False,False
120,0,3,1,0.01985423473234481,4,2,0.06104473451835265,False,True
121,0,2,0,0.2586076903744659,2,0,0.1434624456306609,False,True
122,0,3,0,,0,0,0.015712553569072387,False,True
123,0,2,0,0.40311636089469716,1,0,0.058694292654020104,False,False
124,1,2,1,0.40311636089469716,0,0,0.025374310111545468,False,True
125,0,1,0,0.6732847449107816,0,1,0.15085515328815924,False,True
126,1,3,0,0.14551394822819805,1,0,0.021942337075458514,False,False
127,0,3,0,,0,0,0.015126992566498259,True,False
128,1,3,0,0.2963056044232219,0,0,0.01393967004027879,False,True
129,1,3,1,,1,1,0.04364049521284362,False,False
130,0,3,0,0.5601910027645137,0,0,0.013614293309848433,False,True
131,0,3,0,0.4093993465694898,0,0,0.015411575213749286,False,False
132,0,3,0,0.24604171902488062,0,0,0.013760683560491965,False,True
133,0,3,1,0.5853229454636844,1,0,0.028302115124416098,False,True
134,1,2,1,0.35913546117114853,1,0,0.050748620223090936,False,True
135,0,2,0,0.3088715757728072,0,0,0.025374310111545468,False,True
136,0,2,0,0.2837396330736366,0,0,0.02936744577509929,False,False
137,1,1,1,0.2334757476752953,0,2,0.051301584996521765,False,True
138,0,1,0,0.4596632319678311,1,0,0.10364429745562033,False,True
139,0,3,0,0.19577783362653933,0,0,0.01798980030808316,False,True
140,0,1,0,0.2963056044232219,0,0,0.15458810467956932,False,False
141,0,3,1,,0,2,0.029757819776815374,False,False
142,1,3,1,0.2711736617240512,0,0,0.015126992566498259,False,True
143,1,3,1,0.2963056044232219,1,0,0.030937139635999665,False,True
144,0,3,0,0.2334757476752953,0,0,0.013175122557917838,True,False
145,0,2,0,0.22090977632571,0,0,0.022446505098674838,False,True
146,0,2,0,0.2334757476752953,1,1,0.07173122281533045,False,True
147,1,3,0,0.33400351847197784,0,0,0.015216388212891242,False,True
148,0,3,1,0.10781603417944208,2,2,0.06709553154495196,False,True
149,0,2,0,0.4533802462930384,0,2,0.050748620223090936,False,True
150,0,2,0,0.5224930887157577,0,0,0.025374310111545468,False,True
151,0,2,0,0.6355868308620256,0,0,0.02444717185746977,False,True
152,1,1,1,0.2711736617240512,1,0,0.12999454257145598,False,True
153,0,3,0,0.6921337019351597,0,0,0.015712553569072387,False,True
154,0,3,0,0.5036441316913798,0,2,0.028302115124416098,False,True
155,0,3,0,,0,0,0.014273049437744325,False,True
156,0,1,0,0.6355868308620256,0,1,0.11980421963065935,False,False
157,1,3,1,0.19577783362653933,0,0,0.015094396337354966,True,False
158,0,3,0,0.37170143252073384,0,0,0.015712553569072387,False,True
159,0,3,0,,0,0,0.016908073949327893,False,True
160,0,3,0,,8,2,0.13575255909676825,False,True
161,0,3,0,0.5476250314149284,0,1,0.031425107138144774,False,True
162,1,2,1,0.49736114601658704,0,0,0.030741952635141623,False,True
163,0,3,0,0.32143754712239253,0,0,0.015175789316712771,False,True
164,0,3,0,0.20834380497612465,0,0,0.016908073949327893,False,True
165,0,3,0,0.007288263382759488,4,1,0.07746484096553544,False,True
166,1,3,0,0.10781603417944208,0,2,0.04006213192611313,False,True
167,1,1,1,,0,1,0.10735285047192313,False,True
168,0,3,1,0.5601910027645137,1,4,0.05445717323939373,False,True
169,0,1,0,,0,0,0.050602229972447406,False,True
170,0,3,0,0.34656948982156316,0,0,0.11027245763075773,False,True
171,0,1,0,0.7612465443578789,0,0,0.06538764528744409,False,True
172,0,3,0,0.04498617743151546,4,1,0.05684821399990475,True,False
173,1,3,1,0.007288263382759488,1,1,0.021730754366528396,False,True
174,0,3,0,0.2586076903744659,0,0,0.015468569817999833,False,True
175,0,1,0,0.6984166876099522,0,0,0.05991421140938287,False,False
176,0,3,0,0.22090977632571,1,1,0.015330377421392339,False,True
177,0,3,0,,3,1,0.049707687947515,False,True
178,0,1,1,0.6230208595124404,0,0,0.05604306762136532,False,False
179,0,2,0,0.37170143252073384,0,0,0.025374310111545468,False,True
180,0,3,0,0.4470972606182458,0,0,0.0,False,True
181,0,3,1,,8,2,0.13575255909676825,False,True
182,0,2,0,,0,0,0.02937564362913533,False,False
183,0,3,0,0.10781603417944208,4,2,0.06126431989431795,False,True
184,1,2,0,0.007288263382759488,2,1,0.07612293033463641,False,True
185,1,3,1,0.04498617743151546,0,2,0.04298993693898376,False,True
186,0,1,0,,0,0,0.09759350042902103,False,True
187,1,3,1,,1,0,0.030253985132996517,True,False
188,1,1,0,0.5601910027645137,0,0,0.051822148727810165,False,True
189,0,3,0,0.49736114601658704,1,1,0.030253985132996517,True,False
190,0,3,0,0.4470972606182458,0,0,0.015411575213749286,False,True
191,1,2,1,0.39683337521990447,0,0,0.025374310111545468,False,True
192,0,2,0,0.2334757476752953,0,0,0.025374310111545468,False,True
193,1,3,1,0.2334757476752953,1,0,0.015330377421392339,False,True
194,1,2,0,0.032420206081930136,1,1,0.050748620223090936,False,True
195,1,1,1,0.5476250314149284,0,0,0.05410739813385612,False,False
196,1,1,1,0.723548630309123,0,0,0.2859895551532101,False,False
197,0,3,0,,0,0,0.015126992566498259,True,False
198,0,3,0,0.5224930887157577,0,1,0.01640390592611157,False,True
199,1,3,1,,0,0,0.015126992566498259,True,False
200,0,2,1,0.2963056044232219,0,0,0.025374310111545468,False,True
201,0,3,0,0.34656948982156316,0,0,0.018542765081513996,False,True
202,0,3,0,,8,2,0.13575255909676825,False,True
203,0,3,0,0.4219653179190751,0,0,0.012678957201736696,False,True
204,0,3,0,0.5664739884393064,0,0,0.014102260811993537,False,False
205,1,3,0,0.22090977632571,0,0,0.015712553569072387,False,True
206,0,3,1,0.01985423473234481,0,1,0.02042143996477265,False,True
207,0,3,0,0.39683337521990447,1,0,0.030937139635999665,False,True
208,1,3,0,0.32143754712239253,0,0,0.036670757786204655,False,False
209,1,3,1,0.19577783362653933,0,0,0.015126992566498259,True,False
210,1,1,0,0.49736114601658704,0,0,0.060507970265993034,False,False
211,0,3,0,0.2963056044232219,0,0,0.013760683560491965,False,True
212,1,2,1,0.4345312892686604,0,0,0.04098927018018883,False,True
213,0,3,0,0.2711736617240512,0,0,0.014151057562208049,False,True
214,0,2,0,0.37170143252073384,0,0,0.025374310111545468,False,True
215,0,3,0,,1,0,0.015126992566498259,True,False
216,1,1,1,0.38426740387031916,1,0,0.22109807522194713,False,False
217,1,3,1,0.33400351847197784,0,0,0.015468569817999833,False,True
218,0,2,0,0.5224930887157577,1,0,0.05270049023167135,False,True
219,1,1,1,0.39683337521990447,0,0,0.14891148113361488,False,False
220,0,2,0,0.37170143252073384,0,0,0.020494635090094415,False,True
221,1,3,0,0.19577783362653933,0,0,0.015712553569072387,False,True
222,0,2,0,0.33400351847197784,0,0,0.025374310111545468,False,True
223,0,3,0,0.6355868308620256,0,0,0.015712553569072387,False,True
224,0,3,0,,0,0,0.015411575213749286,False,True
225,1,1,0,0.4722292033174164,1,0,0.17566830077223786,False,True
226,0,3,0,0.2711736617240512,0,0,0.018249984580226933,False,True
227,1,2,0,0.2334757476752953,0,0,0.020494635090094415,False,True
228,0,3,0,0.2523247046996733,0,0,0.014151057562208049,False,True
229,0,2,0,0.22090977632571,0,0,0.025374310111545468,False,True
230,0,3,1,,3,1,0.049707687947515,False,True
231,1,1,1,0.4345312892686604,1,0,0.16293234896625058,False,True
232,0,3,0,0.35913546117114853,0,0,0.015175789316712771,False,True
233,0,2,0,0.7361146016587082,0,0,0.026350245115835676,False,True
234,1,3,1,0.05755214878110078,4,2,0.06126431989431795,False,True
235,0,2,0,0.2963056044232219,0,0,0.020494635090094415,False,True
236,0,3,1,,0,0,0.014736618564782174,False,True
237,0,2,0,0.5476250314149284,1,0,0.050748620223090936,False,True
238,1,2,1,0.09525006282985675,0,2,0.05123658772523604,False,True
239,0,2,0,0.2334757476752953,0,0,0.020494635090094415,False,True
240,0,2,0,0.4093993465694898,0,0,0.023959204355324663,False,True
241,0,3,1,,1,0,0.028212719478023115,False,False
242,1,3,1,,1,0,0.030253985132996517,True,False
243,0,2,0,0.35913546117114853,0,0,0.020494635090094415,False,True
244,0,3,0,0.2711736617240512,0,0,0.013907073811135496,False,True
245,0,3,0,0.37170143252073384,0,0,0.014102260811993537,False,False
246,0,1,0,0.5476250314149284,2,0,0.17566830077223786,True,False
247,0,3,1,0.3088715757728072,0,0,0.015175789316712771,False,True
248,1,2,1,0.2963056044232219,0,2,0.028302115124416098,False,True
249,1,1,0,0.4596632319678311,1,1,0.10257896680493714,False,True
250,0,2,0,0.6732847449107816,1,0,0.050748620223090936,False,True
251,0,3,0,,0,0,0.014151057562208049,False,True
252,0,3,1,0.35913546117114853,1,1,0.02042143996477265,False,True
253,0,1,0,0.7738125157074642,0,0,0.051822148727810165,False,True
254,0,3,0,0.37170143252073384,1,0,0.031425107138144774,False,True
255,0,3,1,0.5099271173661725,0,2,0.039452172548431745,False,True
256,1,3,1,0.35913546117114853,0,2,0.029757819776815374,False,False
257,1,1,1,,0,0,0.15458810467956932,False,False
258,1,1,1,0.37170143252073384,0,0,0.16883675574220638,False,True
259,1,1,1,0.4345312892686604,0,0,1.0,False,False
260,1,2,1,0.6230208595124404,0,1,0.050748620223090936,False,True
261,0,3,0,,0,0,0.015126992566498259,True,False
262,1,3,0,0.032420206081930136,4,2,0.06126431989431795,False,True
263,0,1,0,0.648152802211611,1,1,0.1554664461834305,False,True
264,0,1,0,0.49736114601658704,0,0,0.0,False,True
265,0,3,1,,0,0,0.015126992566498259,True,False
266,0,2,0,0.4470972606182458,0,0,0.020494635090094415,False,True
267,0,3,0,0.19577783362653933,4,1,0.07746484096553544,False,True
268,1,3,0,0.3088715757728072,1,0,0.015175789316712771,False,True
269,1,1,1,0.723548630309123,0,1,0.2995388511917728,False,True
270,1,1,1,0.4345312892686604,0,0,0.2647385704347907,False,True
271,0,1,0,,0,0,0.060507970265993034,False,True
272,1,3,0,0.3088715757728072,0,0,0.0,False,True
273,1,2,1,0.5099271173661725,0,1,0.038061465167318204,False,True
274,0,1,0,0.4596632319678311,0,1,0.057970539254838485,False,False
275,1,3,1,,0,0,0.015126992566498259,True,False
276,1,1,1,0.7863784870570495,1,0,0.15216446768991498,False,True
277,0,3,1,0.5601910027645137,0,0,0.015126992566498259,False,True
278,0,2,0,,0,0,0.0,False,True
279,0,3,0,0.08268409148027142,4,1,0.05684821399990475,True,False
280,1,3,1,0.4345312892686604,1,1,0.03952536767375352,False,True
281,0,3,0,0.8115104297562202,0,0,0.015126992566498259,True,False
282,0,3,0,0.34656948982156316,0,0,0.015330377421392339,False,True
283,0,3,0,0.19577783362653933,0,0,0.018542765081513996,False,True
284,1,3,0,0.2334757476752953,0,0,0.015712553569072387,False,True
285,0,1,0,,0,0,0.050748620223090936,False,True
286,0,3,0,0.4093993465694898,0,0,0.016908073949327893,False,False
287,1,3,0,0.37170143252073384,0,0,0.018542765081513996,False,True
288,0,3,0,0.2711736617240512,0,0,0.015411575213749286,False,True
289,1,2,0,0.5224930887157577,0,0,0.025374310111545468,False,True
290,1,3,1,0.2711736617240512,0,0,0.015126992566498259,True,False
291,1,1,1,0.32143754712239253,0,0,0.15390495017656614,False,True
292,1,1,1,0.2334757476752953,1,0,0.17777475888549785,False,False
293,0,2,0,0.4470972606182458,0,0,0.025130326360472913,False,False
294,0,3,1,0.2963056044232219,0,0,0.01727404957593672,False,True
295,0,3,0,0.2963056044232219,0,0,0.015411575213749286,False,True
296,0,1,0,,0,0,0.05410739813385612,False,False
297,0,3,0,0.2900226187484292,0,0,0.014110458666029575,False,False
298,0,1,1,0.01985423473234481,1,2,0.29580589980036276,False,True
299,1,1,0,,0,0,0.05953203526170282,False,True
300,1,1,1,0.6230208595124404,0,1,0.4831284260198326,False,False
301,1,3,1,,0,0,0.015126992566498259,True,False
302,1,3,0,,2,0,0.04538097769949478,True,False
303,0,3,0,0.2334757476752953,0,0,0.0,False,True
304,1,2,1,,0,0,0.024105594605968193,True,False
305,0,3,0,,0,0,0.015712553569072387,False,True
306,1,1,0,0.006282985674792663,1,2,0.29580589980036276,False,True
307,1,1,1,,0,0,0.21642978772242535,False,False
308,1,1,1,0.20834380497612465,1,0,0.2125586439344078,False,False
309,0,2,0,0.37170143252073384,1,0,0.04684488020593009,False,False
310,1,1,1,0.37170143252073384,0,0,0.11111839809247648,False,False
311,1,1,1,0.2963056044232219,0,0,0.16231419173453318,False,False
312,1,1,1,0.22090977632571,2,2,0.5121218935012878,False,False
313,0,2,1,0.32143754712239253,1,1,0.050748620223090936,False,True
314,0,3,0,0.34656948982156316,0,0,0.015411575213749286,False,True
315,0,2,0,0.5350590600653431,1,1,0.05123658772523604,False,True
316,1,3,1,0.32143754712239253,0,0,0.015330377421392339,False,True
317,1,2,1,0.2963056044232219,1,0,0.050748620223090936,False,True
318,0,2,0,0.6732847449107816,0,0,0.027326180120125887,False,True
319,1,1,1,0.38426740387031916,0,2,0.32179836714362564,False,True
320,1,1,1,0.49736114601658704,1,1,0.2625265161540666,False,False
321,0,3,0,0.2711736617240512,0,0,0.014151057562208049,False,True
322,0,3,0,0.33400351847197784,0,0,0.015411575213749286,False,True
323,1,2,1,0.37170143252073384,0,0,0.024105594605968193,True,False
324,1,2,1,0.2711736617240512,1,1,0.056604230248832196,False,True
325,0,3,0,,8,2,0.13575255909676825,False,True
326,1,1,1,0.4470972606182458,0,0,0.2647385704347907,False,False
327,0,3,0,0.7612465443578789,0,0,0.012174789178520372,False,True
328,1,2,1,0.4470972606182458,0,0,0.025374310111545468,False,True
329,1,3,1,0.38426740387031916,1,1,0.04006213192611313,False,True
330,1,1,1,0.19577783362653933,0,1,0.11316786160148591,False,False
331,1,3,1,,2,0,0.04538097769949478,True,False
332,0,1,0,0.5664739884393064,0,0,0.055628295244541985,False,True
333,0,1,0,0.4722292033174164,0,1,0.2995388511917728,False,True
334,0,3,0,0.19577783362653933,2,0,0.03513366015444757,False,True
335,1,1,1,,1,0,0.2608674266467732,False,True
336,0,3,0,,0,0,0.015411575213749286,False,True
337,0,1,0,0.35913546117114853,1,0,0.12999454257145598,False,True
338,1,1,1,0.5099271173661725,0,0,0.2625265161540666,False,False
339,1,3,0,0.5601910027645137,0,0,0.015712553569072387,False,True
340,0,1,0,0.5601910027645137,0,0,0.06929138530460494,False,True
341,1,2,0,0.01985423473234481,1,1,0.050748620223090936,False,True
342,1,1,1,0.2963056044232219,3,2,0.5133418122566507,False,True
343,0,2,0,0.34656948982156316,0,0,0.025374310111545468,False,True
344,0,2,0,0.3088715757728072,0,0,0.025374310111545468,False,True
345,0,2,0,0.4470972606182458,0,0,0.025374310111545468,False,True
346,1,2,1,0.2963056044232219,0,0,0.025374310111545468,False,True
347,1,2,1,0.49736114601658704,0,0,0.025374310111545468,False,True
348,1,3,1,,1,0,0.031425107138144774,False,True
349,1,3,0,0.032420206081930136,1,1,0.031034733136428686,False,True
350,0,3,0,0.5224930887157577,0,0,0.016908073949327893,False,True
351,0,3,0,0.2837396330736366,0,0,0.01800600082915438,False,True
352,0,1,0,,0,0,0.06831545030031472,False,True
353,0,3,0,0.18321186227695402,1,1,0.014110458666029575,False,False
354,0,3,0,0.3088715757728072,1,0,0.034743286152731485,False,True
355,0,3,0,,0,0,0.014102260811993537,False,False
356,0,3,0,0.34656948982156316,0,0,0.018542765081513996,False,True
357,1,1,1,0.2711736617240512,0,1,0.10735285047192313,False,True
358,0,2,1,0.4722292033174164,0,0,0.025374310111545468,False,True
359,1,3,1,,0,0,0.01537917417160685,True,False
360,1,3,1,,0,0,0.01537917417160685,True,False
361,0,3,0,0.49736114601658704,1,4,0.05445717323939373,False,True
362,0,2,0,0.35913546117114853,1,0,0.05410739813385612,False,False
363,0,3,1,0.5601910027645137,0,1,0.028212719478023115,False,False
364,0,3,0,0.4345312892686604,0,0,0.013760683560491965,False,True
365,0,3,0,,1,0,0.030253985132996517,True,False
366,0,3,0,0.37170143252073384,0,0,0.014151057562208049,False,True
367,1,1,1,0.7486805730082936,1,0,0.14687821814567664,False,False
368,1,3,1,,0,0,0.014110458666029575,False,False
369,1,3,1,,0,0,0.015126992566498259,True,False
370,1,1,1,0.2963056044232219,0,0,0.13526459159462315,False,False
371,1,1,0,0.3088715757728072,1,0,0.1082149914547131,False,False
372,0,3,0,0.22090977632571,1,0,0.012678957201736696,False,True
373,0,3,0,0.2334757476752953,0,0,0.015712553569072387,False,True
374,0,1,0,0.2711736617240512,0,0,0.2647385704347907,False,False
375,0,3,1,0.032420206081930136,3,1,0.04113566043083236,False,True
376,1,1,1,,1,0,0.16038672010106003,False,False
377,1,3,1,0.2711736617240512,0,0,0.014151057562208049,False,True
378,0,1,0,0.33400351847197784,0,2,0.41282050681475896,False,False
379,0,3,0,0.24604171902488062,0,0,0.007831878409428937,False,False
380,0,3,0,0.2334757476752953,0,0,0.015175789316712771,False,True
381,1,1,1,0.5224930887157577,0,0,0.4440992237022602,False,False
382,1,3,1,0.007288263382759488,0,2,0.030725752114070404,False,False
383,0,3,0,0.39683337521990447,0,0,0.015468569817999833,False,True
384,1,1,1,0.4345312892686604,1,0,0.10149724044618187,False,True
385,0,3,0,,0,0,0.015411575213749286,False,True
386,0,2,0,0.22090977632571,0,0,0.1434624456306609,False,True
387,0,3,0,0.007288263382759488,5,2,0.09154270340242172,False,True
388,1,2,1,0.4470972606182458,0,0,0.025374310111545468,False,True
389,0,3,0,,0,0,0.015086393670319786,True,False
390,1,2,1,0.20834380497612465,0,0,0.023422440102965045,False,False
391,1,1,0,0.4470972606182458,1,2,0.23422440102965048,False,True
392,1,3,0,0.2586076903744659,0,0,0.015216388212891242,False,True
393,0,3,0,0.34656948982156316,2,0,0.015468569817999833,False,True
394,1,1,1,0.2837396330736366,1,0,0.22109807522194713,False,False
395,1,3,1,0.2963056044232219,0,2,0.03259622914329302,False,True
396,0,3,0,0.2711736617240512,0,0,0.015216388212891242,False,True
397,0,3,1,0.38426740387031916,0,0,0.015330377421392339,False,True
398,0,2,0,0.5727569741140991,0,0,0.050748620223090936,False,True
399,0,2,0,0.2837396330736366,0,0,0.020494635090094415,False,True
400,1,2,1,0.34656948982156316,0,0,0.02469115560854232,False,True
401,1,3,0,0.4847951746670017,0,0,0.015468569817999833,False,True
402,0,3,0,0.32143754712239253,0,0,0.015712553569072387,False,True
403,0,3,1,0.2586076903744659,1,0,0.019177122834302632,False,True
404,0,3,0,0.34656948982156316,1,0,0.030937139635999665,False,True
405,0,3,1,0.24604171902488062,0,0,0.016908073949327893,False,True
406,0,2,0,0.4219653179190751,1,0,0.04098927018018883,False,True
407,0,3,0,0.6355868308620256,0,0,0.015126992566498259,False,True
408,1,2,0,0.032420206081930136,1,1,0.03659756266088288,False,True
409,0,3,0,0.2586076903744659,0,0,0.015175789316712771,False,True
410,0,3,1,,3,1,0.049707687947515,False,True
411,0,3,0,,0,0,0.015411575213749286,False,True
412,0,3,0,,0,0,0.013386510079847098,True,False
413,1,1,1,0.4093993465694898,1,0,0.17566830077223786,True,False
414,0,2,0,,0,0,0.0,False,True
415,1,3,0,0.5476250314149284,0,0,0.015468569817999833,False,True
416,0,3,1,,0,0,0.015712553569072387,False,True
417,1,2,1,0.4219653179190751,1,1,0.06343577527886367,False,True
418,1,2,1,0.22090977632571,0,2,0.025374310111545468,False,True
419,0,2,0,0.37170143252073384,0,0,0.025374310111545468,False,True
420,0,3,1,0.12038200552902739,0,2,0.04713766070721715,False,True
421,0,3,0,,0,0,0.015411575213749286,False,False
422,0,3,0,0.2586076903744659,0,0,0.015094396337354966,True,False
423,0,3,0,0.35913546117114853,0,0,0.015370976317570811,False,True
424,0,3,1,0.34656948982156316,1,1,0.028106928123558056,False,True
425,0,3,0,0.22090977632571,1,1,0.039452172548431745,False,True
426,0,3,0,,0,0,0.014151057562208049,False,True
427,1,2,1,0.34656948982156316,1,0,0.050748620223090936,False,True
428,1,2,1,0.2334757476752953,0,0,0.050748620223090936,False,True
429,0,3,0,,0,0,0.015126992566498259,True,False
430,1,3,0,0.39683337521990447,0,0,0.015712553569072387,False,True
